Registro ANS,Razão Social,Nome Fantasia,CNPJ,registro_ans,cnpj,razao_social,nome_fantasia,ativa,email,site,representante_nome,representante_cargo,autorizacao_funcionamento_em,concessao_registro_definitivo_em,registrada_em,classificacao_sigla,classificacao_nome,segmentacao_sigla,segmentacao_nome,endereco_logradouro,endereco_numero,endereco_complemento,endereco_bairro,endereco_cep,endereco_municipio_codigo,endereco_municipio_nome,endereco_uf_sigla,endereco_valido,telefone_ddd,telefone_numero,fax_ddd,fax_numero,_links,erro
321087,UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED MARQUÊS DE VALENÇA,00.368.318/0001-20,321087,00368318000120,UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED MARQUÊS DE VALENÇA,True,gerenciageral@mvalenca.unimed.coop.br,www.unimedmvalenca.coop.br,OSCAR SILVA LEITE PINTO,DIRETOR PRESIDENTE,2009-11-19,2009-11-18,1998-12-21,COOPM,Cooperativa Médica,SPP  ,Segmento primario principal - SPP,AV. NILO PEÇANHA,428,,CENTRO,27600000,330610,Valença,RJ,False,02,424539750,02,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/321087'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
301744,UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,UNIMED MEIO OESTE - SC,01.356.020/0001-62,301744,01356020000162,UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,UNIMED MEIO OESTE - SC,True,ans@unimedmeiooeste.coop.br,, JOÃO ROGÉRIO NUNES FILHO,PRESIDENTE,2007-03-12,2006-12-19,1998-12-17,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,AV.XV DE NOVEMBRO,125,,CENTRO,89600000,420900,Joaçaba,SC,False,49,35519100,49,35519109,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/301744'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
318566,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,UNIMED METROPOLITANA DO AGRESTE,35.642.768/0001-43,318566,35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,UNIMED METROPOLITANA DO AGRESTE,True,ans.relacionamento@unimedmetropolitana.coop.br,www.unimedmetropolitana.com,LENILDO AMORIM DA SILVA,PRESIDENTE,2010-11-25,2010-08-13,1998-12-21,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA MIGUEL TERTULIANO,579,,ZÉLIA BARBOSA ROCHA,57305610,270030,Arapiraca,AL,False,,,,9424,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/318566'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
311618,UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED MISSÕES/RS,87.701.249/0001-02,311618,87701249000102,UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED MISSÕES/RS,True,representantelegal_ans@unimedmissoes.com.br,www.unimedmissoes.com.br,LUÍS CLÁUDIO MADUREIRA,PRESIDENTE,2018-08-22,2016-06-02,1998-12-22,COOPM,Cooperativa Médica,SPP  ,Segmento primario principal - SPP,AV. GETÚLIO VARGAS,1079,PRÉDIO,CENTRO,98801570,431750,Santo Ângelo,RS,False,55,33130533,55,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/311618'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
304051,UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.,UNIMED NORTE DE MINAS,16.921.561/0001-63,304051,16921561000163,UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.,UNIMED NORTE DE MINAS,True,juridico@unimednortedeminas.com.br,www.unimed.coop.br/site/web/nortedeminas,SEBASTIÃO RODRIGO ROCHA ALMEIDA,DIRETOR PRESIDENTE,2007-10-31,2007-09-26,1998-12-18,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA JANUÁRIA,593,,CENTRO,39400077,314330,Montes Claros,MG,False,38,21011515,38,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/304051'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
342157,UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,UNIMED MORRINHOS,02.192.677/0001-02,342157,02192677000102,UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,UNIMED MORRINHOS,True,unimed@unimedmorrinhos.com.br,www.unimedmorrinhos.com.br,FRANCISCO MARTINS DA SILVA,PRESIDENTE,2011-10-11,2011-10-07,1998-12-24,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,AVENIDA COUTO DE MAGALHÃES,385,,CENTRO,75650000,521380,Morrinhos,GO,False,64,34131650,64,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/342157'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
368148,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,25.971.433/0001-15,368148,25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,True,gerencia@unimedmuriae.com.br,www.unimedmuriae.com.br,MAURICIO DE ABREU LIMA CAMPOS,DIRETOR PRESIDENTE,2015-03-09,2015-03-05,1998-12-17,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,AVENIDA JUSCELINO KUBITSCHEK,1095,,CENTRO,36880000,314390,Muriaé,MG,False,32,2612,32,37211923,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/368148'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
339679,UNIMED NACIONAL - COOPERATIVA CENTRAL,UNIMED NACIONAL,02.812.468/0001-06,339679,02812468000106,UNIMED NACIONAL - COOPERATIVA CENTRAL,UNIMED NACIONAL,True,compliance@centralnacionalunimed.com.br,www.centralnacionalunimed.com.br,LUIZ OTÁVIO FERNANDES DE ANDRADE,DIRETOR PRESIDENTE,2007-10-31,2007-10-30,1998-12-17,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,Rua Frei Caneca,1355,"08, 09, 10, 11, 12, 14, 15 e 16 Andar.",Bela Vista,01307003,355030,São Paulo,SP,False,11,32687700,11,32687625,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/339679'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
335592,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,08.380.701/0001-05,335592,08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO,True,diretoria@unimednatal.com.br,www.unimednatal.com.br,MÁRCIO CABRAL FAGUNDES RÊGO,PRESIDENTE,2007-01-31,2006-11-23,1998-12-28,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA MIPIBU,511,,PETROPOLIS,59020250,240810,Natal,RN,False,84,32206300,84,32113290,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/335592'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
328294,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,UNIMED NORDESTE PAULISTA FEDERAÇÃO INTRAFED.COOP.MEDICAS,01.559.455/0001-04,328294,01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,UNIMED NORDESTE PAULISTA FEDERAÇÃO INTRAFED.COOP.MEDICAS,True,diretoria@ufenesp.com.br,www.ufenesp.com.br,EDUARDO AUGUSTO DE LIMA PORTIOLI,DIRETOR PRESIDENTE,2009-11-27,2009-11-25,1998-12-22,COOPM,Cooperativa Médica,SPP  ,Segmento primario principal - SPP,RUA ANTONIO MOISES SAAD,1155,,LAGOINHA,14095230,354340,Ribeirão Preto,SP,False,16,30199750,16,30199750,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/328294'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
371629,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,,39.384.664/0001-37,371629,39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,,True,unimednoc@unimednoc.com.br,https://www.unimed.coop.br/site/web/noroestecapixaba,ALEXANDRE FILIPPE,DIRETOR PRESIDENTE,2015-02-10,2015-02-06,1998-12-16,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,AV GETULIO VARGAS,196,1º E 2º ANDARES,CENTRO,29700010,320150,Colatina,ES,False,27,37231031,27,37231003,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/371629'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
315494,UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED NOROESTE DE MINAS,41.905.498/0001-19,315494,41905498000119,UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA,UNIMED NOROESTE DE MINAS,True,gerencia@unimednoroesteminas.coop.br,www.unimednoroesteminas.coop.br,ANISIO LUIS DIAS,DIRETOR PRESIDENTE,2011-12-23,2011-12-21,1998-12-17,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA JOSINO VALADARES,33,,CENTRO,38600000,314700,Paracatu,MG,False,38,33112100,38,33112126,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/315494'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
365777,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,UNIMED DE UMUARAMA,81.710.865/0001-43,365777,81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,UNIMED DE UMUARAMA,True,umuarama@unimedpr.coop.br,www.unimed.coop.br/noroestedoparana.,ALEXANDRE THADEU MEYER,DIRETOR PRESIDENTE,2011-04-01,2011-03-31,1998-12-17,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA JUSSARA,3691,,CENTRO,87501010,412810,Umuarama,PR,False,44,36233883,44,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/365777'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
360414,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED NOROESTE FLUMINENSE,28.974.020/0001-82,360414,28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,UNIMED NOROESTE FLUMINENSE,True,elane@noroesterj.unimed.coop.br,www.unimed.coop.br/noroestefluminense,NEWTON VICENTE BELLOTI NACIF,DIRETOR PRESIDENTE,2011-08-17,2011-04-20,1998-12-28,COOPM,Cooperativa Médica,SSS  ,Segmento secundario subsidiario - SSS,AV GETULIO VARGAS,473,,CENTRO,28470000,330470,Santo Antônio de Pádua,RJ,False,22,38539900,22,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/360414'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
357260,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED NOROESTE/RS,87.647.756/0001-05,357260,87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,UNIMED NOROESTE/RS,True,juridico@unimednoroesters.com.br,www.unimednoroesters.com.br,FERNANDO VARGAS BUENO,DIRETOR-EXECUTIVO,2017-11-13,2006-01-05,1998-12-21,COOPM,Cooperativa Médica,SPP  ,Segmento primario principal - SPP,RUA SIQUEIRA COUTO,93,5º ANDAR,CENTRO,98700000,431020,Ijuí,RS,False,55,33319729,55,9743,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/357260'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
371777,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE CAPIXABA,35.988.963/0001-20,371777,35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE CAPIXABA,True,regulacao@unimednc.com.br,www.unimednc.com.br,JAYR FREGONA JUNIOR,DIRETOR PRESIDENTE,2011-04-08,2011-04-05,1998-12-16,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,AV AUGUSTO CALMON,2050,,COLINA,29900060,320320,Linhares,ES,False,27,21036660,27,21036677,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/371777'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
353663,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE DO MATO GROSSO,73.967.085/0001-55,353663,73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE DO MATO GROSSO,True,unimed@unimed279.com.br,https://www.unimed.coop.br/site/web/nortedomatogrosso,ERICO FOLCHINI DA SILVEIRA ,PRESIDENTE,2007-11-01,2007-10-31,1998-12-24,COOPM,Cooperativa Médica,ST   ,Segmento terciario - ST,RUA DAS ALPINIAS,679,,JARDIM MARINGÁ,78556259,510790,Sinop,MT,False,66,35117038,66,35117070,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/353663'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
358282,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,UNIMED NORTE DO PARANÁ,80.297.161/0001-28,358282,80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,UNIMED NORTE DO PARANÁ,True,unimed@unimednp.com.br,www.unimednp.com.br,EVANDRO BAZAN DE CARVALHO,DIRETOR-PRESIDENTE,2009-11-04,2009-10-30,1998-12-17,COOPM,Cooperativa Médica,SSS  ,Segmento secundario subsidiario - SSS,RUA PARAIBA,321,,CENTRO,86300000,410640,Cornélio Procópio,PR,False,43,35203018,43,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/358282'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
312592,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,UNIMED NORTE FLUMINENSE,30.417.661/0001-88,312592,30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,UNIMED NORTE FLUMINENSE,True,unimed@unimednf.coop.br,www.unimed.com.br/nortefluminense,JOÃO PAULINO DA SILVA PRAZERES,DIRETOR PRESIDENTE,2008-01-31,2007-04-03,1998-12-21,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA 10 DE MAIO,254,,CENTRO,28300000,330220,Itaperuna,RJ,False,22,38249300,22,38249300,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/312592'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
323055,UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE ITUVERAVA,69.087.922/0001-84,323055,69087922000184,UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,UNIMED DE ITUVERAVA,True,diretoria@unimednortepaulista.com.br,www.unimednortepaulista.com.br,EDUARDO AUGUSTO DE LIMA PORTIOLI,PRESIDENTE,2011-04-01,2011-03-31,1998-12-21,COOPM,Cooperativa Médica,SSS  ,Segmento secundario subsidiario - SSS,RUA CORONEL FLAUZINO BARBOSA SANDOVAL,1480,,CIDADE UNIVERSITÁRIA,14500000,352410,Ituverava,SP,False,16,38303000,16,38303020,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/323055'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
366064,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,78.953.023/0001-08,366064,78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,True,unimed@unimednortepioneiro.com.br,www.unimed.coop.br/nortepioneiro e www.unimednortepioneiro.com.br,ANTONIO VENDRAMIN FILHO,DIRETOR PRESIDENTE,2009-10-07,2009-10-06,1998-12-17,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA DOS EXPEDICIONARIOS,337,,CENTRO,86400000,411180,Jacarezinho,PR,False,43,35112000,43,35112027,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/366064'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
324213,UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,UNIMED NORTE/NORDESTE,09.237.009/0001-95,324213,09237009000195,UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,UNIMED NORTE/NORDESTE,True,operadora@unimed-nne.com.br,www.unimed-nne.com.br,VICENTE JUSTINIANO BARBOSA NETO,REPRESENTANTE LEGAL JUNTO A ANS,2014-04-03,2014-04-02,1998-12-18,COOPM,Cooperativa Médica,ST   ,Segmento terciario - ST,AV. CARNEIRO DA CUNHA,64,,TORRE,58040240,250750,João Pessoa,PB,False,83,30482500,83,30482750,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/324213'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
335479,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,UNIMED SERRANA RJ,29.135.795/0001-27,335479,29135795000127,UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.,UNIMED SERRANA RJ,True,regulacao.ans@unimedserranarj.coop.br,www.unimedserranarj.coop.br ,JOSE MANES,DIRETOR PRESIDENTE,2007-09-28,2007-09-27,1998-12-21,COOPM,Cooperativa Médica,SPP  ,Segmento primario principal - SPP,RUA PRUDENTE DE MORAES,60,,VILA NOVA,28630010,330340,Nova Friburgo,RJ,False,22,25198100,22,25198101,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/335479'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
344397,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,UNIMED NOVA IGUAÇU,28.714.533/0001-54,344397,28714533000154,UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO,UNIMED NOVA IGUAÇU,True,grc@unimedni.coop.br,www.unimedniguacu.com.br,JOE GONÇALVES SESTELLO,DIRETOR PRESIDENTE,2006-10-11,2006-10-10,1998-12-22,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,RUA CORONEL BERNARDINO DE MELO,1879,,CENTRO,26255140,330350,Nova Iguaçu,RJ,False,,,,37598290,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/344397'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
362140,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,UNIMED OESTE DO PARA COOP TRABALHO MEDICO,10.219.897/0001-00,362140,10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,UNIMED OESTE DO PARA COOP TRABALHO MEDICO,True,regulamentacao@unimedoestedopara.coop.br,www.unimedoestedopara.coop.br,ALBERTO MARIANO GUSMÃO TOLENTINO,REPRESENTANTE,2017-07-04,2017-06-07,1998-12-21,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,TRAVESSA DOM AMANDO,911,,SANTA CLARA,68005420,150680,Santarém,PA,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/362140'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
305227,UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO,,78.420.783/0001-50,305227,78420783000150,UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO,,True,medianeira@unimedpr.coop.br,www.unimed.coop.br/oestedoparana,MARCO AURELIO FARINAZZO,PRESIDENTE,2009-10-01,2009-04-14,1998-12-17,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,AVENIDA BRASILIA ,2291,,CIDADE ALTA,85720256,411580,Medianeira,PR,False,45,32408200,45,32408201,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/305227'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
415014,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,UNIMED OS BANDEIRANTES,06.091.170/0001-05,415014,06091170000105,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,UNIMED OS BANDEIRANTES,True,diretoria@unimedosbandeirantes.com.br,www.unimedosbandeirantes.com.br,ALEXANDRE AUGUSTO REDONDANO,DIRETOR PRESIDENTE,2010-02-18,2010-02-12,2004-11-30,COOPM,Cooperativa Médica,SSS  ,Segmento secundario subsidiario - SSS,RUA CAMPOS SALLES,1013,,CENTRO,13250360,352340,Itatiba,SP,False,11,45349400,11,45349407,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/415014'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
309907,UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO,UNIMED PALMAS,37.313.475/0001-48,309907,37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO,UNIMED PALMAS,True,diretor.presidente@unimedpalmas.com.br,https://unimedpalmas.coop.br/,MAURICIO THOMAS KAWAI COSTA,DIRETOR PRESIDENTE,2012-04-13,2012-04-12,1998-12-24,COOPM,Cooperativa Médica,SSP  ,Segmento secundario principal - SSP,Q ACSU SO 40 RUA NS A,SN,CONJ 02 LOTE 08 ANDAR 1,PLANO DIRETOR SUL,77015554,172100,Palmas,TO,False,63,30255800,63,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/309907'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
304344,UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED CENTRO-OESTE,42.940.528/0001-90,304344,42940528000190,UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.,UNIMED CENTRO-OESTE,True,juridico@unimed238.com.br,www.unimedparademinas.com.br,MARCIO DE MELO MORAIS,DIRETOR PRESIDENTE,2009-12-09,2009-11-03,1998-12-17,COOPM,Cooperativa Médica,SPS  ,Segmento primario subsidiario - SPS,Avenida Presidente Vargas,2725,,Senador Valadares,35661044,314710,Pará de Minas,MG,False,37,32379900,37,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/304344'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
324523,UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,UNIMED PARAIBA,40.960.189/0001-89,324523,40960189000189,UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,UNIMED PARAIBA,True,unimedpb@unimedpb.com.br,www.unimedpb.com.br,GUALTER LISBOA RAMALHO,PRESIDENTE,2010-09-03,2010-09-02,1998-12-21,COOPM,Cooperativa Médica,ST   ,Segmento terciario - ST,AV. CARNEIRO DA CUNHA,89,,TORRE,58040240,250750,João Pessoa,PB,False,83,32213993,83,32219345,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/324523'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
