Registro ANS,Razão Social,Nome Fantasia,CNPJ,Logradouro,Complemento,Bairro,CEP,Município,Estado,Telefone 1
420859,MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A,MEDIATORIE ADMINISTRADORA,26.114.773/0001-92,,,,,,,
411868,MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,MEDIC GLOBAL PLANOS DE SAÚDE.,03.548.273/0001-63,,,,,,,
424331,MEDICAL LIFE PLANOS DE SAÚDE LTDA,MEDICAL LIFE PLANOS DE SAUDE,53.654.434/0001-71,,,,,,,
333689,MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,MEDISERVICE,57.746.455/0001-78,,,,,,,
424099,MEDSAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA,,54.542.393/0001-94,,,,,,,
328537,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,MED-TOUR SAUDE,00.453.863/0001-14,,,,,,,
421391,MEGA ADMINISTRADORA DE BENEFÍCIOS LTDA,MEGA ADMINISTRADORA,29.654.067/0001-21,,,,,,,
424307,MERIDIAN ADMINISTRADORA DE BENEFÍCIOS S.A,MERIDIAN ADMINISTRADORA DE BENEFÍCIOS,55.707.166/0001-34,,,,,,,
406481,METLIFE PLANOS ODONTOLÓGICOS LTDA.,,03.273.825/0001-78,,,,,,,
380661,METRUS INSTITUTO DE SEGURIDADE SOCIAL,METRUS INSTITUTO DE SEGURIDADE SOCIAL,44.857.357/0001-66,,,,,,,
412015,MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,03.670.297/0001-90,,,,,,,
416703,MINERAÇÃO CARAÍBA S/A,MINERAÇÃO CARAÍBA,42.509.257/0001-13,,,,,,,
422061,MMS ADMINISTRADORA DE BENEFICIOS LTDA,MMS BENEFICIOS,35.056.511/0001-00,,,,,,,
421677,MOUNT HERMON ADMINISTRADORA DE BENEFÍCIOS LTDA,MOUNT HERMON ADMINISTRADORA,28.991.278/0001-97,,,,,,,
420140,MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS,,23.821.141/0001-70,,,,,,,
351351,MULTI - BUCAL ODONTOLOGIA LTDA - LTDA,MULTI-BUCAL CONVÊNIO ODONTOLÓGICO,01.306.081/0001-15,,,,,,,
418650,MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,MÚTUA DOS MAGISTRADOS,30.460.075/0001-16,,,,,,,
304441,NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,CLIN - PLANO ODONTO DIGITAL,01.867.792/0001-69,,,,,,,
421286,NACIONAL SAUDE ADMINISTRADORA DE BENEFICIOS LTDA,NACIONAL SAÚDE,21.977.451/0001-53,,,,,,,
415057,NEWKLIN ODONTOCLÍNICA LTDA. ME.,NEWKLIN ODONTOCLÍNICA,02.949.417/0001-20,,,,,,,
421146,NEXO - ADMINISTRADORA DE BENEFICIOS LTDA,,28.311.619/0001-36,,,,,,,
305928,NOSAMED ASSISTÊNCIA MÉDICA LTDA.,SAME,02.858.169/0001-02,,,,,,,
372609,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,NOSSA SAÚDE,02.862.447/0001-03,,,,,,,
348520,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,HAPVIDA MINAS GERAIS,62.550.256/0001-20,,,,,,,
359017,NOTRE DAME INTERMÉDICA SAÚDE S.A.,HAPVIDA NOTREDAME SP/RJ,44.649.812/0001-38,,,,,,,
423661,NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA,,50.876.139/0001-71,,,,,,,
417840,NOVODENTE S/A,NOVODENTE,02.919.940/0001-04,,,,,,,
352888,NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP,NUCLEP,42.515.882/0001-78,,,,,,,
422754,ODILE SERVIÇOS DE SAÚDE LTDA.,ODILE SAÚDE,40.246.859/0001-08,,,,,,,
421464,ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA,ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA,08.961.113/0001-65,,,,,,,
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,,40.223.893/0001-59,,,,,,,
312321,ODONTO JARAGUÁ LTDA,ODONTO JARAGUA,00.515.717/0001-76,,,,,,,
406414,ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A.,ODONTO LIFE,01.468.033/0001-23,,,,,,,
422851,ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO LTDA,ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO,36.765.005/0001-52,,,,,,,
422622,ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA.,ODONTOMAIS SAUDE,36.194.357/0001-03,,,,,,,
405671,ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA,ODONTO PLUS,92.395.847/0001-30,,,,,,,
418994,ODONTO PRIME S/S LTDA,ODONTO PRIME,17.048.922/0001-71,,,,,,,
419281,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,ODONTO SEG,14.891.935/0001-10,,,,,,,
414387,ODONTOART PLANOS ODONTOLÓGICOS LTDA,ODONTOART,03.187.913/0001-57,,,,,,,
344486,ODONTOBASE PLANOS DE SAUDE LTDA.,ODONTOBASE,01.208.983/0001-19,,,,,,,
423491,ODONTOBRAS PLANOS ODONTOLOGICOS LTDA,ODONTOBRAS,47.313.264/0001-69,,,,,,,
418111,ODONTOCLINICA RCC LTDA. S/S,,94.523.503/0001-95,,,,,,,
422924,ODONTOCOOP - OPERADORA DE PLANOS DE SAÚDE LTDA,ODONTOCARD,40.650.166/0001-78,,,,,,,
389854,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,ODONTOGROUP,02.751.464/0001-65,,,,,,,
417831,ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,ODONTO LIVE,10.364.053/0001-45,,,,,,,
419184,ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME,ODONTOMAIS,15.441.865/0001-60,,,,,,,
419583,ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,ODONTOMAXI,17.211.049/0001-96,,,,,,,
422088,ODONT-OPERADORA ODONTOLOGICA LTDA,,34.907.159/0001-06,,,,,,,
423238,ODONTOPLAN PLANOS ODONTOLOGICOS LTDA,,45.505.515/0001-81,,,,,,,
301949,ODONTOPREV S/A,ODONTOPREV,58.119.199/0001-51,,,,,,,
412040,ODONTOREAL LTDA.,ODONTOREALE,00.361.946/0001-83,,,,,,,
416738,OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,OESTE SAÚDE,08.708.980/0001-93,,,,,,,
422185,OLIVA ADMINISTRADORA DE BENEFICIOS LTDA,,36.414.737/0001-06,,,,,,,
424030,OMEGA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA.,,52.917.897/0001-16,,,,,,,
359661,OMINT SERVIÇOS DE SAÚDE S.A.,OMINT,44.673.382/0001-90,,,,,,,
304212,ON MED ASSISTÊNCIA MÉDICA LTDA,ON MED,92.240.605/0001-78,,,,,,,
407534,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,28.023.703/0001-54,,,,,,,
420743,OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA,ODONTOCLÍNICA PLANOS ODONTOLÓGICOS,25.186.649/0001-70,,,,,,,
422673,OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA,ULTRAODONTO,37.303.850/0001-79,,,,,,,
419699,OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA,SANTA CASA SAÚDE,20.918.393/0001-24,,,,,,,
318477,OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.,TOTAL MEDCARE,02.888.465/0001-56,,,,,,,
354511,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,SILVESTRE SAÚDE,02.774.736/0001-42,,,,,,,
418226,OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,OPLAN SAÚDE,13.816.250/0001-46,,,,,,,
418200,ORAL BLUE LTDA,ORAL BLUE,83.335.596/0001-08,,,,,,,
418447,ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA,ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA,04.942.097/0001-02,,,,,,,
366510,ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA,ORAL SAÚDE DE IBITINGA SERV. ODONTOL. S/S LTDA,01.972.369/0001-29,,,,,,,
412996,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,ORALE,03.990.914/0001-35,,,,,,,
420972,ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS LTDA,ORALPLAN,26.766.016/0001-01,,,,,,,
404772,ORION ODONTOLOGIA LTDA,,01.628.329/0001-64,,,,,,,
416371,ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA,ODONTOMIX,07.479.804/0001-64,,,,,,,
419991,OROS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA ME,OROS OPERADORA DE PLANOS ODONTOLÓGICOS,18.496.204/0001-20,,,,,,,
315265,PARANA ASSISTENCIA MEDICA LTDA,PAM,82.353.079/0001-07,,,,,,,
350141,PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A,PARANÁ CLÍNICAS,76.717.040/0001-10,,,,,,,
415782,PARRA ODONTOLOGIA LTDA,PARRA ODONTOLOGIA - ATUAL CONVENIO,07.075.561/0001-07,,,,,,,
331988,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,PASA,39.419.809/0001-98,,,,,,,
420778,PASSPORT SYSTEM ODONTOLOGIA LTDA,PASSPORT SYSTEM,14.938.785/0001-52,,,,,,,
422584,PB ASSISTENCIA MEDICA EU LTDA,PLANO BRASIL SAUDE,38.272.479/0001-98,,,,,,,
422355,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,PRODENTAL BRASIL ASSISTENCIA ODONTOLOGICA,36.186.642/0001-74,,,,,,,
421774,PENTÁGONO ADMINISTRADORA DE BENEFÍCIOS S/A,PENTÁGONO ADMINISTRADORA,30.495.227/0001-16,,,,,,,
421707,PERSONAL CARE OPERADORA DE SAÚDE SA,NORDEN PLANO DE SAÚDE,31.097.886/0001-67,,,,,,,
310239,PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,PESSOAL SAÚDE,17.146.846/0001-37,,,,,,,
419486,PLADISA PLANOS DE SAÚDE SA,PLADISA,17.897.995/0001-38,,,,,,,
343463,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,15.594.468/0001-29,,,,,,,
413551,PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA,PLAMEDH,04.299.994/0001-40,,,,,,,
423882,PLAMEDH PLANOS DE SAÚDE LTDA,PLAMEDH PLANOS,52.041.306/0001-90,,,,,,,
324299,PLAMER PLANO MEDICO RESENDE LTDA,PLAMER - PLANO MEDICO RESENDE,68.682.715/0001-05,,,,,,,
424200,PLANO A ADMINISTRADORA DE PLANOS DE SAUDE LTDA,,56.197.223/0001-45,,,,,,,
363391,PLANO ASSISTENCIAL SÃO LUCAS LTDA,SÃO LUCAS SAÚDE,02.513.939/0001-85,,,,,,,
382281,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,PLAM,22.027.346/0001-16,,,,,,,
417106,PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME,ODONTO S.A,10.767.219/0001-74,,,,,,,
360244,PLANO DE SAÚDE ANA COSTA LTDA.,PLANO DE SAÚDE ANA COSTA LTDA.,02.864.364/0001-45,,,,,,,
411582,PLANO DE SAUDE ASES LTDA.,ASES,03.638.220/0001-33,,,,,,,
420166,PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA,SANTA CASA SAÚDE,24.645.912/0001-89,,,,,,,
411256,PLANO HOSPITAL SAMARITANO LTDA,PHS SAMARITANO SAÚDE,03.011.072/0001-22,,,,,,,
415936,PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,DENTALVIDAS,05.983.170/0001-57,,,,,,,
423408,PLANO SIGMA SAÚDE LTDA,,29.117.294/0001-18,,,,,,,
415987,PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA,ORAL SANTA HELENA,04.430.627/0001-33,,,,,,,
416517,PLANODENTE LTDA.,,02.704.297/0001-00,,,,,,,
418986,PLATINUM ADMINISTRADORA DE BENEFICIOS,,11.792.899/0001-49,,,,,,,
420956,PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA - ME,PLENA ADMINISTRADORA DE BENEFÍCIOS,27.657.711/0001-90,,,,,,,
348830,PLENA SAÚDE S.A.,PLENA SAÚDE,00.338.763/0001-47,,,,,,,
403458,PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.,PLENODONTO,01.460.885/0001-74,,,,,,,
423441,PLENUM ASSISTENCIA MEDICA  LTDA,PLENUM SAUDE,47.432.143/0001-36,,,,,,,
418552,PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA,PLURAL ADMINISTRADORA DE BENEFICIOS,97.553.801/0001-16,,,,,,,
417751,PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.,PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.,11.275.925/0001-61,,,,,,,
351270,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,02.896.924/0001-43,,,,,,,
415693,POLICLIN SAÚDE S/A.,,04.202.013/0001-02,,,,,,,
316903,POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA,POLIMÉDICA SAÚDE,93.507.895/0001-36,,,,,,,
346870,PORTO ALEGRE CLÍNICAS LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL,POA CLIN,89.890.172/0001-91,,,,,,,
415081,PORTO DIAS SAUDE LTDA.,PORTO DIAS SAUDE,06.145.428/0001-09,,,,,,,
582,PORTO SEGURO - SEGURO SAÚDE S/A,PORTO SEGURO SAÚDE,,,,,,,,
418625,PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.,PORTO DENTAL,13.991.711/0001-17,,,,,,,
417491,PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA,,11.565.995/0001-54,,,,,,,
420280,POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA,POSITIVA ADMINISTRADORA DE BENEFÍCIOS,25.006.061/0001-97,,,,,,,
419133,POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS,POSTAL SAÚDE,18.275.071/0001-62,,,,,,,
421413,PP HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA-ME,PP HEALTH ADMINISTRADORA DE BENEFÍCIOS,28.187.357/0001-40,,,,,,,
422959,PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,PRESERVE,41.929.347/0001-09,,,,,,,
384844,PREST ODONTO LTDA,PREST ODONTO LTDA,02.072.276/0001-00,,,,,,,
413267,PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,,04.234.059/0001-03,,,,,,,
302147,PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA,PREVENT SENIOR,00.461.479/0001-63,,,,,,,
421804,PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA,PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA,29.628.003/0001-56,,,,,,,
374440,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,PREVIDENT,56.269.913/0001-62,,,,,,,
403636,PREVINA ODONTOLOGIA LTDA,PREVINA,03.073.235/0001-00,,,,,,,
418307,PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.,,13.951.333/0001-48,,,,,,,
416525,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,PRIMA VIDA,08.787.782/0001-62,,,,,,,
310522,PROASA SAÚDE,PROASA SAÚDE,02.752.923/0001-25,,,,,,,
424251,PROLIFE ADMINISTRADORA  DE SAUDE LTDA,,56.211.050/0001-72,,,,,,,
326861,PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.,PROMEDICA,15.214.919/0001-55,,,,,,,
417475,PRONTO SOCORRO CONDE DE MOREIRA LIMA,CAS - CONTRATO DE ASSISTÊNCIA À SAÚDE,51.628.360/0001-73,,,,,,,
305626,PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A,PLANO DE SAUDE SAO LUCAS,22.666.341/0001-33,,,,,,,
301728,PRONTOMED PLANOS DE SAÚDE LTDA,PRONTOMED LTDA.,20.168.589/0001-49,,,,,,,
421383,PROPULSÃO PLANOS ODONTOLÓGICOS LTDA,PROPULSÃO PLANOS ODONTOLÓGICOS,29.846.400/0001-02,,,,,,,
424161,PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.,,49.168.700/0001-89,,,,,,,
422533,PROVER ODONTOLOGIA LTDA,PROVER ODONTO,35.365.314/0001-72,,,,,,,
422193,PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA,,35.148.586/0001-10,,,,,,,
422703,PS ASSISTENCIA LTDA,MEU DENTISTA,32.543.196/0001-57,,,,,,,
423483,P4H GESTAO DE BENEFICIOS LTDA,PEOPLE 4 HEALTH BENEFICIOS,43.873.924/0001-05,,,,,,,
420999,QUALI ADMINISTRADORA DE BENEFÍCIOS S/A,QUALI ADMINISTRADORA DE BENEFÍCIOS,27.323.544/0001-40,,,,,,,
417173,QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.,,07.658.098/0001-18,,,,,,,
419290,QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.,QUALICORP,17.698.381/0001-27,,,,,,,
417131,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,QUALIDONTO,10.456.692/0001-30,,,,,,,
421243,QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME,QUALITY ADMINISTRADORA,28.400.880/0001-02,,,,,,,
418170,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,QUALLITY PRÓ SAÚDE,09.433.795/0001-04,,,,,,,
419389,QV BENEFÍCIOS EM SAÚDE LTDA,QV BENEFÍCIOS,19.679.483/0001-20,,,,,,,
418196,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,13.785.956/0001-98,,,,,,,
418862,RBS PARTICIPAÇÕES S/A,,68.737.857/0001-22,,,,,,,
331317,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,,34.269.803/0001-68,,,,,,,
423513,REAL GRANDEZA SAÚDE,,42.115.166/0001-01,,,,,,,
418773,RENASCER ADMINISTRADORA DE BENEFICIOS LTDA,,16.757.674/0001-75,,,,,,,
418692,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,13.746.922/0001-94,,,,,,,
422878,RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA,RG SAÚDE,39.870.673/0001-38,,,,,,,
417149,RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA,,03.524.677/0001-17,,,,,,,
421359,RIO DOCE SAÚDE,RIO DOCE SAÚDE,29.910.807/0001-43,,,,,,,
420271,R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA,FENIX MEDICAL,25.205.234/0001-04,,,,,,,
415243,RODRIGUES LEIRA ODONTOLOGIA LTDA.,SERMED ODONTO,07.154.253/0001-69,,,,,,,
415821,ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.,ROPE,67.989.434/0001-37,,,,,,,
418439,SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA,,14.452.934/0001-79,,,,,,,
423815,SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,PLANO SAGRADA SAUDE,51.212.821/0001-22,,,,,,,
419567,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,19.663.787/0001-08,,,,,,,
422746,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,,40.038.813/0001-95,,,,,,,
422860,SALUTY ADMINISTRADORA DE BENEFICIOS LTDA,,41.397.957/0001-09,,,,,,,
424421,SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA,SALVE SAÚDE,58.324.562/0001-70,,,,,,,
335614,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,MEDSENIOR,31.466.949/0001-05,,,,,,,
367095,SAMEL PLANO DE SAÚDE LTDA,SAMEL,84.537.141/0001-38,,,,,,,
415901,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,SAME,41.369.935/0001-27,,,,,,,
422398,SAMI ASSISTÊNCIA MÉDICA LTDA,,36.567.721/0001-25,,,,,,,
340162,SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,SAMIG SAÚDE,42.425.561/0001-82,,,,,,,
343676,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,SAMOC,33.721.226/0001-30,,,,,,,
342033,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,SAMP,02.403.281/0001-59,,,,,,,
408522,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,SASC SANTA CASA DE SAÚDE COMPLEMENTAR,24.729.097/0001-36,,,,,,,
421197,SANTA CASA DE MAUÁ SAÚDE,SANTA CASA DE MAUÁ SAÚDE,08.225.953/0001-60,,,,,,,
342807,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,21.575.709/0001-95,,,,,,,
345091,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,59.849.182/0001-12,,,,,,,
306045,SANTA CASA DE MISERICÓRDIA DE TUPÃ,PLANO SANTA CASA SAUDE DE TUPÃ,72.547.623/0001-90,,,,,,,
330116,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,SANSAÚDE,72.957.814/0001-20,,,,,,,
344915,SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,SANTA CASA SAÚDE,44.945.962/0001-99,,,,,,,
422762,SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,,55.990.451/0001-05,,,,,,,
353264,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,HOSPITAL SÃO VICENTE,59.901.454/0001-86,,,,,,,
420085,SANTA CASA DE SAÚDE - SCS,SCS,23.053.901/0001-47,,,,,,,
424404,SANTA CRUZ SAÚDE - GESTÃO EM PLANOS DE SAÚDE LTDA,SANTA CRUZ SAÚDE,57.219.714/0001-02,,,,,,,
355097,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,SANTA HELENA SAÚDE,43.293.604/0001-86,,,,,,,
400190,SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.,MEDICAL HEALTH,02.282.844/0001-06,,,,,,,
421758,SANUS ADMINISTRADORA DE BENEFÍCIOS LTDA,SANUS PLANOS ODONTOLÓGICOS,32.206.950/0001-63,,,,,,,
319180,SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA,SÃO DOMINGOS SAÚDE,00.636.975/0001-00,,,,,,,
403962,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,HGU SAÚDE,03.098.226/0001-65,,,,,,,
344362,SÃO LUCAS SAÚDE S/A,HAPVIDA NOTREDAME SAO PAULO,96.509.690/0001-88,,,,,,,
421154,SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,SAÚDE BRASIL,28.633.372/0001-74,,,,,,,
414310,SAÚDE BRB - CAIXA DE ASSISTÊNCIA,SAÚDE BRB,04.859.814/0001-37,,,,,,,
423106,SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA,,40.037.284/0001-05,,,,,,,
409243,SAUDE PAS - MEDICINA E ODONTO,SAUDE PAS,03.424.929/0001-36,,,,,,,
423394,SAÚDE PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA,,21.164.436/0001-96,,,,,,,
424463,SAUDE SALV ASSISTENCIA MEDICA LTDA,SALV SAUDE,59.452.478/0001-03,,,,,,,
414930,SAÚDE SANTA TEREZA LTDA.,,05.029.064/0001-39,,,,,,,
424145,SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA,SAUDE VIVA ADM,54.698.763/0001-87,,,,,,,
423645,SAUDIA ASSISTENCIA MÉDICA LTDA,NEXASAUDE,49.481.538/0001-54,,,,,,,
412058,SBC SAÚDE LTDA.,SBC SAÚDE,03.977.587/0001-81,,,,,,,
421634,SD-M OPERADORA DE PLANOS DE SAUDE LTDA,,28.953.753/0001-30,,,,,,,
358053,SELECT OPERADORA DE PLANO DE SAUDE LTDA,SELECT,37.035.441/0001-39,,,,,,,
414654,SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA,SEMPRE ODONTO,04.222.235/0001-89,,,,,,,
407224,SEPACO SAÚDE LTDA,SEPACO SAUDE,03.219.363/0001-00,,,,,,,
303739,SERMED-SAÚDE LTDA.,,64.924.095/0001-12,,,,,,,
424188,SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS,IPASGO SAÚDE,50.565.317/0001-43,,,,,,,
414701,SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,SERVDONTO,05.774.975/0001-90,,,,,,,
324710,SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.,SAOS,02.422.484/0001-92,,,,,,,
345474,SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),SERPRO,33.683.111/0001-07,,,,,,,
420077,"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO",SEPACO,60.961.422/0001-55,,,,,,,
417602,SERVIX ADMINISTRADORA DE BENEFÍCIOS LTDA,SERVIX,10.495.931/0001-61,,,,,,,
424595,SF SAÚDE ASSISTÊNCIA MÉDICA LTDA,SF SAÚDE,60.646.012/0001-10,,,,,,,
423874,SF SAÚDE ODONTOMAIS ASSISTÊNCIA ODONTOLÓGICA LTDA,SF SAÚDE ODONTOMAIS,50.156.888/0001-24,,,,,,,
422371,SF SISTEMAS DE SAÚDE LTDA,,02.753.398/0001-62,,,,,,,
356476,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,SIM,79.831.608/0001-18,,,,,,,
361011,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,SINDIFISCO NACIONAL,03.657.699/0001-55,,,,,,,
344095,SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA.,SISDENTE,01.942.793/0001-20,,,,,,,
